,p_org_id,PersonNm,NAME,EIN,ntee_cat,TitleTxt,IndividualTrusteeOrDirectorInd,OfficerInd
15,60464,MATTHEW R NEUMAN ATTORNEY,BROCKWAY TRUCK PRESERVATION ASSOCIATION,261329102,"(A) Arts, Culture & Humanities",ICO,,
99,68742,MATTHEW WHITMAN,CORTLAND AREA COMMUNITIES THAT CARE COALITION,342064367,(P) Human Services,EXECUTIVE DIRECTOR,na,na
85,104524,MATTHEW YOUNG,FINCH RESEARCH NETWORK INC,853093400,(D) Animal-Related,ICO,,
749,45816,MEGAN LEACH,UNITED WAY FOR CORTLAND COUNTY INC,166058903,"(T) Philanthropy, Voluntarism & Grantmaking Foundations",Director,X,na
499,42213,MEGAN MORGAN,FAMILY CONNECTION,161458794,(P) Human Services,Secretary,X,X
498,42213,MEGAN STEVENS,FAMILY CONNECTION,161458794,(P) Human Services,President,X,X
299,38653,MELISSA ALVORD,CORTLAND COUNTY COMMUNITY ACTION PROGRAM INC,161004653,(P) Human Services,BOARD MEMBER,X,na
672,56342,MELISSA H BIREN,NATIONAL ACADEMY OF ARBITRATORS,237126791,no_NTEE,DIRECTOR,X,na
531,75520,MELISSA HOLL,FRIENDS OF THE CORTLAND COUNTY CHILD ADVOCACY CENTER INC,462277341,(F) Mental Health & Crisis Intervention,SECRETARY,na,na
656,53611,MELISSA MCDERMOTT,MENTAL HEALTH ASSOCIATION FOR CORTLAND COUNTY,222839556,no_NTEE,Secretary,na,na
351,58859,MELISSA QUINLAN,CORTLAND COUNTY YOUTH HOCKEY ASSOCIATION INC,237424765,(N) Recreation & Sports,SCHEDULER,na,na
20,92726,MENACHEM HECHT,CHABAD AT CORTLAND INC,820820640,(X) Religion-Related,ICO,,
578,42349,MERLE MCKOWN,HOSPICE FOUNDATION OF CORTLAND COUNTY INC,161468911,"(T) Philanthropy, Voluntarism & Grantmaking Foundations",Director,X,na
818,36391,MERLE MCKOWN,YOUNG WOMENS CHRISTIAN ASSOCIATION,150536617,(P) Human Services,Trustee,X,na
121,36212,MICHAEL BOVINO,CORTLAND COLLEGE ALUMNI ASS INC,150508031,no_NTEE,DIRECTOR,X,na
188,38505,MICHAEL CAPPETO,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,DIRECTOR,X,na
753,45816,MICHAEL HOOSE,UNITED WAY FOR CORTLAND COUNTY INC,166058903,"(T) Philanthropy, Voluntarism & Grantmaking Foundations",2nd VP,X,X
754,45816,MICHAEL HUDON,UNITED WAY FOR CORTLAND COUNTY INC,166058903,"(T) Philanthropy, Voluntarism & Grantmaking Foundations",Director,X,na
600,38243,MICHAEL KILMER,J M MURRAY CENTER INC,160919050,(J) Employment,TREASURER,X,X
783,36375,MICHAEL MAY,YOUNG MENS CHRISTIAN ASSOCIATION CORTLAND,150533570,(P) Human Services,BOARD MEMBER,X,na
249,42239,MICHAEL MCMAHON,CORTLAND COUNTY BUSINESS DEVELOPMENT CORPORATION,161461027,no_NTEE,CHAIRMAN,X,X
107,75260,MICHAEL PETRELLA,KNIGHTS OF COLUMBUS,461858337,no_NTEE,ICO,,
404,85551,MICHAEL ROSENTHAL,CORTLAND MAIN STREET MUSIC SERIES,571176369,"(A) Arts, Culture & Humanities",TREASURER,na,na
189,38505,MICHAEL TOTA,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,DIRECTOR,X,na
40,76821,MICHAEL WELLS,CORTLAND COMMUNITY GROUP INC,463961694,(S) Community Improvement & Capacity Building,ICO,,
722,39411,MICHAEL WHITMARSH,STATEWIDE COUNTRY MUSIC ASSOCIATION INC,161132390,"(A) Arts, Culture & Humanities",VICE PRESIDENT,na,X
447,38651,MICHELE BALL,CORTLAND REPERTORY THEATRE INC,161004610,no_NTEE,BOARD MEMBER,X,na
467,105037,MICHELE GRAVEL,CORTLAND REUSE INC,853825876,(J) Employment,SECRETARYTREASURER,na,na
65,51769,MICHELE SISTO,CORTLAND MEMORIAL FOUNDATION IND C O CORTLAND MEMORIAL HOSPITAL INC,222230692,(E) Health Care,ICO,,
97,36287,MICHELE SISTO,GUTHRIE CORTLAND MEDICAL CENTER,150532079,(E) Health Care,ICO,,
458,38651,MICHELINA GIBBONS,CORTLAND REPERTORY THEATRE INC,161004610,no_NTEE,BOARD MEMBER,X,na
433,48247,MICHELLE ENRIGHT,CORTLAND REGIONAL SPORTS COUNCIL INC,201960550,(S) Community Improvement & Capacity Building,BOARD MEMBER,X,na
733,42886,MICHELLE ENRIGHT,THE GREAT CORTLAND PUMPKINFEST INC,161506254,(N) Recreation & Sports,BD MEMBER,X,na
308,42170,MICHELLE ENRIGHT,CORTLAND COUNTY CONVENTION & VISITORS BUREAU INC,161454737,(S) Community Improvement & Capacity Building,Executive Dir.,na,X
341,83650,MICHELLE HARLAN,CORTLAND COUNTY SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,510244203,(D) Animal-Related,VICE PRESIDENT,X,X
371,36601,MIKE ANDERSON,CORTLAND FREE LIBRARY INC,150569362,(B) Education,Secretary,X,X
240,35992,MIKE DOUGHTY,CORTLAND COUNTRY CLUB INC,150279005,no_NTEE,BOARD MEMBER,X,na
814,36391,MIKE STAPLETON,YOUNG WOMENS CHRISTIAN ASSOCIATION,150536617,(P) Human Services,Trustee-Treasur,X,X
64,36004,MIKE TOMMEY,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,150298495,no_NTEE,TRUSTEE,X,X
434,48247,MIKE URTZ,CORTLAND REGIONAL SPORTS COUNCIL INC,201960550,(S) Community Improvement & Capacity Building,BOARD MEMBER,X,na
515,38462,MINDY GARDNER,FAMILY COUNSELING SERVICES OF CORTLAND COUNTY INC,160975006,(F) Mental Health & Crisis Intervention,BOARD MEMBER,X,na
758,45816,MISSIE HORTON,UNITED WAY FOR CORTLAND COUNTY INC,166058903,"(T) Philanthropy, Voluntarism & Grantmaking Foundations",Director,X,na
543,36287,MOHAMMAD ALI MD,GUTHRIE CORTLAND MEDICAL CENTER,150532079,(E) Health Care,DIRECTOR (TERM 3/1/23),X,na
312,42170,MOLLY REAGAN,CORTLAND COUNTY CONVENTION & VISITORS BUREAU INC,161454737,(S) Community Improvement & Capacity Building,BOARD MEMBER,X,na
406,85551,MOLLY REAGAN,CORTLAND MAIN STREET MUSIC SERIES,571176369,"(A) Arts, Culture & Humanities",VICE PRESIDENT,na,na
382,36601,MYRON WALTER,CORTLAND FREE LIBRARY INC,150569362,(B) Education,Trustee,X,na
425,48247,Machell Phelps,CORTLAND REGIONAL SPORTS COUNCIL INC,201960550,(S) Community Improvement & Capacity Building,Executive Direc,na,X
356,54486,Mark Dodds,CORTLAND COUNTY YOUTH SOCCER ASSOCIATION INC,223320358,no_NTEE,DIRECTOR OF REF,na,na
221,43807,Mark Masler,CORTLAND COMMUNITY FOUNDATION,161561037,"(T) Philanthropy, Voluntarism & Grantmaking Foundations",Director,X,na
476,35994,Mark Suben,CORTLAND RURAL CEMETERY,150279170,no_NTEE,Trustee,X,na
20,43730,Melissa Kiser,ACCESS TO INDEPENDENCE OF CORTLAND COUNTY INC,161557965,(B) Education,Board Member,X,na
95,43002,Melissa Norton,CIVIL SERVICE EMPLOYEES ASSOCIATION,161513551,no_NTEE,Vice President,na,na
582,36771,Michael E Franceschelli,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,150623052,no_NTEE,Recording,na,X
19,43730,Michael Wells,ACCESS TO INDEPENDENCE OF CORTLAND COUNTY INC,161557965,(B) Education,Board Member,X,na
430,48247,Mick McDaniel,CORTLAND REGIONAL SPORTS COUNCIL INC,201960550,(S) Community Improvement & Capacity Building,Secretary,X,X
570,42349,NANCY FULLER,HOSPICE FOUNDATION OF CORTLAND COUNTY INC,161468911,"(T) Philanthropy, Voluntarism & Grantmaking Foundations",Secretary,X,X
139,36212,NANCY NISKIN SORBELLA,CORTLAND COLLEGE ALUMNI ASS INC,150508031,no_NTEE,DIRECTOR,X,na
513,38462,NANCY V NESTLERODE,FAMILY COUNSELING SERVICES OF CORTLAND COUNTY INC,160975006,(F) Mental Health & Crisis Intervention,BOARD MEMBER,X,na
575,42349,NANCY WAINWRIGHT,HOSPICE FOUNDATION OF CORTLAND COUNTY INC,161468911,"(T) Philanthropy, Voluntarism & Grantmaking Foundations",Director,X,na
139,39680,NANCY WILSON,SEVEN VALLEYS READING ASSOCIATION,161166897,(B) Education,ICO,,
564,36287,NASRIN PARVIZI,GUTHRIE CORTLAND MEDICAL CENTER,150532079,(E) Health Care,DIRECTOR,X,na
285,39681,NATHAN KRESSLER,CORTLAND COUNTY CHILD DEVELOPMENT DAY CARE PROGRAM INC,161167492,(P) Human Services,Director,X,na
55,36518,NICHOLE EDWARDS,AUXILIARY SERVICES CORPORATION OF SUNY CORTLAND,150548524,(B) Education,ASSOCIATE EXECUTIVE DIRECTOR,na,na
62,41604,NICK KLINE,CORTLAND JUNIOR-SENIOR H S ALUMNI ASSOC,161407526,(B) Education,ICO,,
245,38548,NICKI WYNN,CORTLAND COUNTY BOARD REALTORS INC,160987063,no_NTEE,NYSAR DIRECTOR,na,na
708,44509,NICOLE ANJESKI,SEVEN VALLEYS HEALTH COALITION INC,161600893,(E) Health Care,BOARD MEMBER/CHAIR,X,X
444,38651,NICOLE COTTONE,CORTLAND REPERTORY THEATRE INC,161004610,no_NTEE,President,X,X
277,35991,NICOLE COTTONE,CORTLAND COUNTY CHAMBER OF COMMERCE INC,150278960,no_NTEE,VICE CHAIR,X,X
755,45816,NICOLE COTTONE,UNITED WAY FOR CORTLAND COUNTY INC,166058903,"(T) Philanthropy, Voluntarism & Grantmaking Foundations",Director,X,na
113,107472,NICOLE DAVI,LITTLE TAGS FOUNDATION INC,870850886,(O) Youth Development,ICO,,
4,18383,NICOLE HOLLENBACK,1890 HOUSE MUSEUM AND CENTER FOR THE ARTS,132951986,"(A) Arts, Culture & Humanities",BD MEMBER,X,na
27,43002,NICOLE KOEKEBACKER,CIVIL SERVICE EMPLOYEES ASSOCIATION,161513551,no_NTEE,ICO,,
109,68742,NICOLE THOMAS,CORTLAND AREA COMMUNITIES THAT CARE COALITION,342064367,(P) Human Services,Director,X,na
317,42170,NIKI PITTSLEY,CORTLAND COUNTY CONVENTION & VISITORS BUREAU INC,161454737,(S) Community Improvement & Capacity Building,BOARD MEMBER,X,na
501,42213,NILSA MALDONADO-MENDEZ,FAMILY CONNECTION,161458794,(P) Human Services,BOARD MEMBER,X,na
786,36375,NOAH BECK,YOUNG MENS CHRISTIAN ASSOCIATION CORTLAND,150533570,(P) Human Services,EXECUTIVE DIRECTOR,na,X
709,44509,NOAH BECK,SEVEN VALLEYS HEALTH COALITION INC,161600893,(E) Health Care,BOARD MEMBER/VICE CHAIR (PART YEAR),X,X
13,73252,NONE,BILLY BIMBA GLOBAL MINISTRIES INC,454495541,(X) Religion-Related,ICO,,
201,51353,NORA SULLIVAN,CORTLAND COLLEGE FOUNDATIONPROPERTIES INC,208746984,(S) Community Improvement & Capacity Building,TREASURER,X,X
190,38505,NORA SULLIVAN,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,TREASURER,X,X
97,43002,Nicole Koekebacker,CIVIL SERVICE EMPLOYEES ASSOCIATION,161513551,no_NTEE,Treasurer,na,na
42,36518,ODYSSEY BASSETT,AUXILIARY SERVICES CORPORATION OF SUNY CORTLAND,150548524,(B) Education,VICE PRESIDENT,X,X
214,38618,ODYSSEY BASSETT,CORTLAND COLLEGE STUDENT ASSOCIATION,160998593,(B) Education,DIRECTOR OF STUDENT ACTIVITIES BOARD,X,X
462,38651,OWEN THOMAS,CORTLAND REPERTORY THEATRE INC,161004610,no_NTEE,YOUTH MEMBER,X,na
44,36518,PAM SCHROEDER,AUXILIARY SERVICES CORPORATION OF SUNY CORTLAND,150548524,(B) Education,SECRETARY,X,X
732,42886,PAMELA WILLIAMS,THE GREAT CORTLAND PUMPKINFEST INC,161506254,(N) Recreation & Sports,BD MEMBER,X,na
735,42886,PATRICIA DAWSON,THE GREAT CORTLAND PUMPKINFEST INC,161506254,(N) Recreation & Sports,PRESIDENT,X,X
86,59428,PATRICIA HESS,FRATERNAL ORDER OF EAGLES,237592235,no_NTEE,ICO,,
161,40572,PATRICIA ROIGER,CORTLAND COLLEGE CHILDRENS CENTER,161292297,(P) Human Services,MEMBER,X,na
108,42363,PATRICIA ROIGER,LA LECHE LEAGUE INTERNATIONAL INC,161469890,no_NTEE,ICO,,
305,38653,PATRICIA SCHAAP,CORTLAND COUNTY COMMUNITY ACTION PROGRAM INC,161004653,(P) Human Services,BOARD MEMBER,X,na
442,38651,PATRICK FITZGERALD,CORTLAND REPERTORY THEATRE INC,161004610,no_NTEE,BOARD MEMBER,X,na
567,36287,PATRICK HAYES MD,GUTHRIE CORTLAND MEDICAL CENTER,150532079,(E) Health Care,DIRECTOR (TERM 1/1/23),X,na
461,38651,PATRICK LEACH,CORTLAND REPERTORY THEATRE INC,161004610,no_NTEE,BOARD MEMBER,X,na
274,35991,PATRICK WOODS,CORTLAND COUNTY CHAMBER OF COMMERCE INC,150278960,no_NTEE,BOARD CHAIR,X,X
6,61771,PATTI W FITZPATRICK,AMERICAN LEGION AUXILIARY,263340217,no_NTEE,ICO,,
254,42239,PAUL DRIES,CORTLAND COUNTY BUSINESS DEVELOPMENT CORPORATION,161461027,no_NTEE,DIRECTOR,X,na
542,36287,PAUL G VERVALIN,GUTHRIE CORTLAND MEDICAL CENTER,150532079,(E) Health Care,DIRECTOR - EVP/COO TGC,X,na
410,51769,PAUL G VERVALIN,CORTLAND MEMORIAL FOUNDATION IND C O CORTLAND MEMORIAL HOSPITAL INC,222230692,(E) Health Care,DIRECTOR - EVP/COO TGC,X,na
122,69321,PAUL J COMFORT,NEW APOSTOLIC CHURCH OF NORWICH NY,363408192,no_NTEE,ICO,,
123,69327,PAUL J COMFORT,NEW APOSTOLIC CHURCH OF SYRACUSE NY,363408556,no_NTEE,ICO,,
326,36546,PAUL LORENZO,CORTLAND COUNTY HISTORICAL SOCIETY -INC-,150555683,"(A) Arts, Culture & Humanities",Treasurer,X,X
530,75520,PAUL MARSHALL,FRIENDS OF THE CORTLAND COUNTY CHILD ADVOCACY CENTER INC,462277341,(F) Mental Health & Crisis Intervention,PRESDIENT,na,na
768,76383,PAULA MOORE-TREADWELL,YMCA OF CORTLAND PROPERTIES INC,463376307,(P) Human Services,PRESIDENT (PART YEAR),na,na
778,36375,PAULA MOORE-TREADWELL,YOUNG MENS CHRISTIAN ASSOCIATION CORTLAND,150533570,(P) Human Services,PRESIDENT (PART YEAR),X,X
302,38653,PENNY PRIGNON,CORTLAND COUNTY COMMUNITY ACTION PROGRAM INC,161004653,(P) Human Services,BOARD MEMBER,X,na
199,38505,PETER C PERKINS,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,EXECUTIVE DIRECTOR (PART YEAR),na,X
204,51353,PETER C PERKINS,CORTLAND COLLEGE FOUNDATIONPROPERTIES INC,208746984,(S) Community Improvement & Capacity Building,EXECUTIVE DIRECTOR (PART YEAR),na,X
128,36212,PETER KACHRIS,CORTLAND COLLEGE ALUMNI ASS INC,150508031,no_NTEE,DIRECTOR,X,na
135,36212,PETER PERKINS,CORTLAND COLLEGE ALUMNI ASS INC,150508031,no_NTEE,DIRECTOR,X,na
795,36391,PHUONG-BINH DUONG,YOUNG WOMENS CHRISTIAN ASSOCIATION,150536617,(P) Human Services,BOARD MEMBER,X,na
225,43807,Pat Ryan,CORTLAND COMMUNITY FOUNDATION,161561037,"(T) Philanthropy, Voluntarism & Grantmaking Foundations",Treasurer,X,X
471,35994,Patricia Place,CORTLAND RURAL CEMETERY,150279170,no_NTEE,Trustee,X,na
618,59588,Patrick Manns,KEYSTONE JUNIOR RODEO ASSOCIATION,251883648,(N) Recreation & Sports,Treasurer,na,na
388,39395,Paul Slowey,CORTLAND HOUSING ASSISTANCE COUNCIL INC,161130177,(L) Housing & Shelter,Secretary,X,X
81,60464,Peter Grimm,BROCKWAY TRUCK PRESERVATION ASSOCIATION,261329102,"(A) Arts, Culture & Humanities",Trustee,na,na
759,45816,RACHEL BEARUP,UNITED WAY FOR CORTLAND COUNTY INC,166058903,"(T) Philanthropy, Voluntarism & Grantmaking Foundations",Treasurer,X,X
691,70345,RAFAEL GELY,NATIONAL ACADEMY OF ARBITRATORS RESEARCH & EDUCATION FOUNDATION,382613043,no_NTEE,DIRECTOR,X,na
659,56342,RANDI HAMMER ABRAMSKY,NATIONAL ACADEMY OF ARBITRATORS,237126791,no_NTEE,VICE PRESIDENT,X,X
801,36391,REGINA GRANTHAM,YOUNG WOMENS CHRISTIAN ASSOCIATION,150536617,(P) Human Services,BOARD MEMBER,X,na
54,36518,RENEE SYDOROWYCH,AUXILIARY SERVICES CORPORATION OF SUNY CORTLAND,150548524,(B) Education,EXECUTIVE DIRECTOR,na,na
557,36287,REV DAVID JOHNSON,GUTHRIE CORTLAND MEDICAL CENTER,150532079,(E) Health Care,VICE CHAIRMAN - DIRECTOR,X,X
278,35991,RIC OSBORNE,CORTLAND COUNTY CHAMBER OF COMMERCE INC,150278960,no_NTEE,VICE CHAIR,X,X
358,54486,RICH WAGNER,CORTLAND COUNTY YOUTH SOCCER ASSOCIATION INC,223320358,no_NTEE,Vice President,na,na
692,70345,RICHARD BALES,NATIONAL ACADEMY OF ARBITRATORS RESEARCH & EDUCATION FOUNDATION,382613043,no_NTEE,DIRECTOR,X,na
653,53611,RICHARD BUSH,MENTAL HEALTH ASSOCIATION FOR CORTLAND COUNTY,222839556,no_NTEE,Treasurer,na,na
533,86217,RICHARD CHURCH,GRANGE PATRONS OF HUSBANDRY NEW YORK STATE GRANGE INC,611699456,no_NTEE,BOARD CHAIRM,na,X
41,36518,RICHARD COYNE,AUXILIARY SERVICES CORPORATION OF SUNY CORTLAND,150548524,(B) Education,PRESIDENT,X,X
205,51353,RICHARD COYNE,CORTLAND COLLEGE FOUNDATIONPROPERTIES INC,208746984,(S) Community Improvement & Capacity Building,EXECUTIVE DIRECTOR,na,X
198,38505,RICHARD COYNE,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,EXECUTIVE DIRECTOR,na,X
138,44509,RICHARD J ELLIOT,SEVEN VALLEYS HEALTH COALITION INC,161600893,(E) Health Care,ICO,,
28,36701,RICHARD NAUSEEF,AMERICAN LEGION,150610966,no_NTEE,1ST VICE TREASURER,na,X
5,36701,RICHARD NAUSEEF,AMERICAN LEGION,150610966,no_NTEE,ICO,,
335,36546,RICHARD PENOYER,CORTLAND COUNTY HISTORICAL SOCIETY -INC-,150555683,"(A) Arts, Culture & Humanities",Trustee,X,na
495,51988,RICHARD WOODROW,DISABLED VETS OF CORTLAND COUNTY,222315953,(W) Public & Societal Benefit,PRESIDENT,na,X
525,35995,ROBERT BEVRIDGE,FREE & ACCEPTED MASONS OF NEW YORK,150279245,no_NTEE,TRUSTEE,X,na
340,83650,ROBERT BITTNER,CORTLAND COUNTY SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,510244203,(D) Animal-Related,PRESIDENT,X,X
191,38505,ROBERT BOOKMAN,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,DIRECTOR,X,na
260,42239,ROBERT EDWARDS,CORTLAND COUNTY BUSINESS DEVELOPMENT CORPORATION,161461027,no_NTEE,DIRECTOR,X,na
329,36546,ROBERT FERRIS,CORTLAND COUNTY HISTORICAL SOCIETY -INC-,150555683,"(A) Arts, Culture & Humanities",Trustee,X,na
279,35991,ROBERT HAIGHT,CORTLAND COUNTY CHAMBER OF COMMERCE INC,150278960,no_NTEE,EXECUTIVE DIRECTOR,na,X
396,40168,ROBERT M SHAFER,CORTLAND LOAVES & FISHES INC,161236737,"(K) Food, Agriculture & Nutrition",Treasurer,X,X
33,29419,ROBERT O GORMAN,AUTOMOTIVE LIFT INSTITUTE INC,136162018,no_NTEE,na,na,na
137,36212,ROBERT RUSSELL,CORTLAND COLLEGE ALUMNI ASS INC,150508031,no_NTEE,DIRECTOR,X,na
52,36518,ROBERT RUSSELL,AUXILIARY SERVICES CORPORATION OF SUNY CORTLAND,150548524,(B) Education,DIRECTOR,X,na
554,36287,ROBIN CATALDO,GUTHRIE CORTLAND MEDICAL CENTER,150532079,(E) Health Care,SR. DIRECTOR/CFO (EFF 1/1/23),na,X
161,40670,ROBYN HAYES,ZONTA INTERNATIONAL,161305817,no_NTEE,ICO,,
236,35992,RON CASE,CORTLAND COUNTRY CLUB INC,150279005,no_NTEE,BOARD MEMBER,X,na
115,36212,RONNIE GENEE,CORTLAND COLLEGE ALUMNI ASS INC,150508031,no_NTEE,ASSISTANT VICE PRESIDENT,X,X
402,40168,ROSE BERGERON,CORTLAND LOAVES & FISHES INC,161236737,"(K) Food, Agriculture & Nutrition",Secretary,X,X
693,70345,ROSEMARY PYE,NATIONAL ACADEMY OF ARBITRATORS RESEARCH & EDUCATION FOUNDATION,382613043,no_NTEE,DIRECTOR,X,na
671,56342,RUBEN R ARMENDARIZ,NATIONAL ACADEMY OF ARBITRATORS,237126791,no_NTEE,DIRECTOR,X,na
700,114354,RUSSELL PAULSEN,SEAHORSE FOUNDATION INC,920495583,(S) Community Improvement & Capacity Building,President,na,na
137,114354,RUSSELL PAULSEN,SEAHORSE FOUNDATION INC,920495583,(S) Community Improvement & Capacity Building,ICO,,
233,35992,RUTH ANN WOOD,CORTLAND COUNTRY CLUB INC,150279005,no_NTEE,BOARD MEMBER,X,na
537,86217,RYAN ORTON,GRANGE PATRONS OF HUSBANDRY NEW YORK STATE GRANGE INC,611699456,no_NTEE,SECRETARY,na,X
583,36771,Richard P Westendorf,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,150623052,no_NTEE,Trustee,X,X
79,60464,Richard Zigmont,BROCKWAY TRUCK PRESERVATION ASSOCIATION,261329102,"(A) Arts, Culture & Humanities",Trustee,na,na
620,59588,Robert Fedder,KEYSTONE JUNIOR RODEO ASSOCIATION,251883648,(N) Recreation & Sports,Director,na,na
78,60464,Robert Messersmith,BROCKWAY TRUCK PRESERVATION ASSOCIATION,261329102,"(A) Arts, Culture & Humanities",Trustee,na,na
80,60464,Ross Vleck,BROCKWAY TRUCK PRESERVATION ASSOCIATION,261329102,"(A) Arts, Culture & Humanities",Trustee,na,na
352,54486,SAMANTHA PACKER,CORTLAND COUNTY YOUTH SOCCER ASSOCIATION INC,223320358,no_NTEE,Sec & Registrar,na,na
296,38653,SARAH BESHERS,CORTLAND COUNTY COMMUNITY ACTION PROGRAM INC,161004653,(P) Human Services,BOARD MEMBER,X,na
664,56342,SARAH KERR GARRATY,NATIONAL ACADEMY OF ARBITRATORS,237126791,no_NTEE,DIRECTOR (PART YEAR),X,na
316,42170,SAVANNAH HEMPSTEAD,CORTLAND COUNTY CONVENTION & VISITORS BUREAU INC,161454737,(S) Community Improvement & Capacity Building,BOARD MEMBER,X,na
727,42886,SAVANNAH HEMPSTEAD,THE GREAT CORTLAND PUMPKINFEST INC,161506254,(N) Recreation & Sports,BD MEMBER,X,na
5,18383,SCOTT GAY,1890 HOUSE MUSEUM AND CENTER FOR THE ARTS,132951986,"(A) Arts, Culture & Humanities",BD MEMBER,X,na
438,48247,SCOTT STEVE,CORTLAND REGIONAL SPORTS COUNCIL INC,201960550,(S) Community Improvement & Capacity Building,BOARD MEMBER,X,na
395,40168,SEAN MACK,CORTLAND LOAVES & FISHES INC,161236737,"(K) Food, Agriculture & Nutrition",Vice President,X,X
265,35991,SEAN SMITH,CORTLAND COUNTY CHAMBER OF COMMERCE INC,150278960,no_NTEE,DIRECTOR,X,na
349,58859,SHANNON SPAULDING,CORTLAND COUNTY YOUTH HOCKEY ASSOCIATION INC,237424765,(N) Recreation & Sports,President,na,na
414,51769,SHEILA OSSIT,CORTLAND MEMORIAL FOUNDATION IND C O CORTLAND MEMORIAL HOSPITAL INC,222230692,(E) Health Care,EXECUTIVE DIRECTOR,na,X
291,38653,SHELLEY WARNOW,CORTLAND COUNTY COMMUNITY ACTION PROGRAM INC,161004653,(P) Human Services,BOARD PRESIDENT,X,X
192,38505,SHERI GLASER BARON,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,CO-CHAIR,X,na
679,56342,SHERRIE ROSE TALMADGE,NATIONAL ACADEMY OF ARBITRATORS,237126791,no_NTEE,DIRECTOR,X,na
486,57460,SHERRY DANS,CULTURAL COUNCIL OF CORTLAND COUNTY INC,237269008,no_NTEE,VICE PRESIDE,na,na
128,59265,SHIRLEY RANDOLPH,ORDER OF EASTERN STAR OF NEW YORK,237550071,no_NTEE,ICO,,
168,38505,SODETTE PLUNKETT,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,DIRECTOR,X,na
13,18383,STACEY WILLIAM,1890 HOUSE MUSEUM AND CENTER FOR THE ARTS,132951986,"(A) Arts, Culture & Humanities",PRESIDENT,X,X
167,38505,STANLEY CADET,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,DIRECTOR,X,na
141,1285,STEPHANIE DENSMORE,SONS OF ITALY IN AMERICA,43658949,(Z) Unknown,ICO,,
162,40572,STEPHANIE FRITZ,CORTLAND COLLEGE CHILDRENS CENTER,161292297,(P) Human Services,EXECUTIVE DIRECTOR,na,X
561,36287,STEPHANIE KOSLOWSKI,GUTHRIE CORTLAND MEDICAL CENTER,150532079,(E) Health Care,DIRECTOR,X,na
127,91150,STEPHEN C COYE,NEW YORK STATE GRANGE EDUCATIONAL AND CULTURAL FOUNCATIION INC,813787558,(B) Education,ICO,,
612,108324,STEPHEN COMPAGNI,J M MURRAY FOUNDATION INC,872094810,(P) Human Services,PRESIDENT,X,X
251,42239,STEPHEN COMPAGNI,CORTLAND COUNTY BUSINESS DEVELOPMENT CORPORATION,161461027,no_NTEE,VICE CHAIRMAN,X,X
534,86217,STEPHEN COYE,GRANGE PATRONS OF HUSBANDRY NEW YORK STATE GRANGE INC,611699456,no_NTEE,PRESIDENT,na,X
193,38505,STEPHEN FRANCO,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,DIRECTOR,X,na
597,38243,STEPHEN FRANCO,J M MURRAY CENTER INC,160919050,(J) Employment,VICE CHAIR,X,X
596,38243,STEPHEN GEIBEL,J M MURRAY CENTER INC,160919050,(J) Employment,DIRECTOR,X,na
35,29419,STET SCHANZE,AUTOMOTIVE LIFT INSTITUTE INC,136162018,no_NTEE,Director,X,X
10,18383,STEVE RYAN,1890 HOUSE MUSEUM AND CENTER FOR THE ARTS,132951986,"(A) Arts, Culture & Humanities",SECRETARY,X,X
355,54486,STEVE WALIGURSKI,CORTLAND COUNTY YOUTH SOCCER ASSOCIATION INC,223320358,no_NTEE,FIELDS & EQUIP,na,na
641,60788,STEVE WOODARD,LITTLE LEAGUE BASEBALL INC,261684182,no_NTEE,PRESIDENT,na,na
112,60788,STEVE WOODARD,LITTLE LEAGUE BASEBALL INC,261684182,no_NTEE,ICO,,
4,119027,STEVEN NANN,AMERICAN FEDERATION OF TEACHERS,990725348,no_NTEE,ICO,,
7,42029,SUE CONNELLY,AMERICAN VOLKSSPORT ASSOCIATION INC,161445103,no_NTEE,ICO,,
817,36391,SUE SHERMAN-BROYLES,YOUNG WOMENS CHRISTIAN ASSOCIATION,150536617,(P) Human Services,TRUSTEE SEC,X,X
53,105510,SUJATA GIBSON,CORTLAND COUNTY MUTUAL AID INC,854388711,(S) Community Improvement & Capacity Building,ICO,,
36,38505,SUNY CORTLAND,CORTLAND COLLEGE FOUNDATION INC,160979814,no_NTEE,ICO,,
3,85879,SUNY CORTLAND,ALPHA PHI OMEGA,593837821,no_NTEE,ICO,,
